driver_id,driver_age,driver_rating,vehicle_type,city,experience_years
D00577,47,4.0,Scooter,Mumbai,6.4
D00578,39,4.01,Bike,Hyderabad,9.3
D00579,47,4.02,Bike,Pune,3.4
D00580,49,4.4,Bike,Pune,11.2
D00581,31,3.68,Bike,Mumbai,7.8
D00582,40,4.12,Bike,Kolkata,12.9
D00583,34,4.14,Scooter,Chennai,12.7
D00584,53,4.8,Bike,Bangalore,7.4
D00585,46,4.36,Bike,Pune,2.9
D00586,41,4.02,Scooter,Hyderabad,11.0
D00587,28,4.76,Scooter,Hyderabad,6.3
D00588,58,3.72,Bike,Bangalore,8.9
D00589,32,3.93,Scooter,Chennai,1.6
D00590,39,3.47,Bike,Hyderabad,9.5
D00591,44,4.83,Scooter,Bangalore,5.6
D00592,51,4.29,Bike,Ahmedabad,5.0
D00593,50,4.12,Bike,Pune,14.7
D00594,38,4.7,Scooter,Jaipur,6.5
D00595,41,3.97,Bike,Bangalore,10.2
D00596,37,4.02,Bike,Mumbai,9.4
D00597,21,4.64,Scooter,Mumbai,1.6
D00598,54,3.97,Car,Delhi,11.2
D00599,54,4.01,Bike,Chennai,4.8
D00600,50,4.23,Bike,Bangalore,12.0
D00601,48,4.34,Scooter,Jaipur,9.1
D00602,51,4.49,Scooter,Delhi,4.8
D00603,39,4.11,Scooter,Ahmedabad,5.3
D00604,59,3.53,Scooter,Hyderabad,11.0
D00605,47,4.34,Scooter,Mumbai,8.3
D00606,22,4.28,Bike,Mumbai,10.0
D00607,58,4.27,Scooter,Pune,2.4
D00608,40,3.9,Bike,Mumbai,11.8
D00609,30,3.45,Bike,Delhi,4.8
D00610,26,4.19,Bike,Delhi,9.3
D00611,31,3.82,Bike,Ahmedabad,1.7
D00612,34,4.42,Bike,Jaipur,4.8
D00613,52,4.5,Scooter,Ahmedabad,9.7
D00614,35,3.58,Bike,Delhi,4.1
D00615,29,3.92,Scooter,Pune,13.2
D00616,58,4.88,Scooter,Mumbai,9.9
D00617,33,4.02,Bike,Chennai,13.1
D00618,47,4.28,Scooter,Delhi,5.9
D00619,30,4.55,Bike,Bangalore,0.5
D00620,35,4.29,Bike,Bangalore,8.6
D00621,29,4.64,Car,Bangalore,5.1
D00622,51,4.57,Bike,Mumbai,6.7
D00623,50,4.73,Scooter,Delhi,10.2
D00624,23,4.27,Scooter,Mumbai,10.5
D00625,35,4.04,Bike,Pune,0.4
D00626,20,3.67,Scooter,Chennai,11.5
D00627,23,4.37,Scooter,Delhi,7.4
D00628,53,4.7,Scooter,Pune,8.4
D00629,39,3.9,Bike,Delhi,4.5
D00630,24,3.95,Car,Pune,6.3
D00631,47,4.06,Bike,Ahmedabad,10.7
D00632,19,3.84,Scooter,Chennai,11.7
D00633,49,4.26,Bike,Kolkata,5.8
D00634,32,4.0,Car,Pune,10.4
D00635,39,3.72,Bike,Kochi,3.9
D00636,55,3.87,Scooter,Ahmedabad,12.5
D00637,25,4.78,Scooter,Jaipur,9.1
D00638,25,4.25,Bike,Ahmedabad,11.6
D00639,56,4.78,Bike,Delhi,7.2
D00640,53,3.98,Bike,Mumbai,3.4
D00641,37,3.62,Bike,Hyderabad,6.4
D00642,54,4.09,Scooter,Kochi,5.7
D00643,25,4.86,Scooter,Jaipur,5.0
D00644,31,3.27,Bike,Kolkata,3.2
D00645,37,3.5,Scooter,Bangalore,11.4
D00646,52,4.08,Bike,Hyderabad,1.3
D00647,42,4.62,Scooter,Hyderabad,13.3
D00648,35,3.78,Scooter,Pune,2.6
D00649,38,4.27,Scooter,Chennai,14.7
D00650,54,4.18,Scooter,Mumbai,14.8
D00651,48,4.68,Car,Chennai,6.0
D00652,23,5.0,Scooter,Delhi,14.8
D00653,59,3.89,Car,Mumbai,13.0
D00654,37,4.06,Car,Mumbai,1.2
D00655,45,4.17,Bike,Mumbai,14.2
D00656,58,3.87,Scooter,Mumbai,0.6
D00657,53,4.91,Bike,Delhi,2.7
D00658,57,3.75,Scooter,Chennai,8.8
D00659,43,4.7,Scooter,Pune,1.2
D00660,30,4.03,Scooter,Bangalore,2.4
D00661,21,4.18,Scooter,Kochi,14.3
D00662,51,4.25,Bike,Chennai,14.9
D00663,54,4.01,Bike,Hyderabad,12.0
D00664,51,4.51,Bike,Chennai,7.7
D00665,33,4.37,Bike,Hyderabad,13.5
D00666,40,4.81,Scooter,Ahmedabad,1.7
D00667,40,4.46,Scooter,Hyderabad,14.1
D00668,32,3.72,Scooter,Kochi,5.3
D00669,42,4.14,Scooter,Bangalore,12.9
D00670,46,4.83,Bike,Ahmedabad,10.0
D00671,53,3.97,Bike,Ahmedabad,14.4
D00672,32,4.79,Bike,Kolkata,13.0
D00673,54,4.49,Bike,Mumbai,13.3
D00674,52,4.52,Bike,Delhi,9.5
D00675,56,3.34,Bike,Kochi,12.5
D00676,54,4.37,Bike,Pune,11.4
D00677,58,5.0,Scooter,Pune,2.4
D00678,45,3.85,Bike,Kolkata,9.7
D00679,47,4.84,Bike,Mumbai,2.2
D00680,24,4.27,Bike,Ahmedabad,13.0
D00681,21,3.88,Bike,Chennai,1.0
D00682,24,4.09,Scooter,Jaipur,14.8
D00683,50,3.52,Car,Pune,6.0
D00684,35,4.22,Bike,Bangalore,2.6
D00685,32,4.36,Bike,Bangalore,14.0
D00686,52,5.0,Scooter,Ahmedabad,0.7
D00687,54,4.35,Bike,Kochi,7.1
D00688,22,4.77,Bike,Kochi,11.6
D00689,40,3.8,Scooter,Kolkata,4.8
D00690,27,4.13,Bike,Hyderabad,7.9
D00691,42,4.33,Bike,Ahmedabad,10.5
D00692,39,3.86,Bike,Ahmedabad,14.3
D00693,48,4.11,Bike,Kolkata,1.5
D00694,40,4.59,Bike,Delhi,2.4
D00695,45,5.0,Bike,Ahmedabad,7.6
D00696,32,4.53,Scooter,Delhi,6.3
D00697,57,3.92,Bike,Bangalore,6.2
D00698,24,4.19,Bike,Ahmedabad,4.5
D00699,55,3.78,Scooter,Kolkata,8.4
D00700,57,4.3,Scooter,Kolkata,13.2
D00701,32,4.8,Bike,Chennai,2.4
D00702,22,4.32,Scooter,Hyderabad,3.2
D00703,29,4.2,Scooter,Hyderabad,10.1
D00704,30,4.17,Scooter,Kochi,0.8
D00705,20,4.28,Bike,Pune,10.1
D00706,36,4.87,Bike,Pune,4.7
D00707,43,4.51,Car,Hyderabad,5.4
D00708,47,3.79,Bike,Delhi,6.1
D00709,45,3.96,Scooter,Jaipur,5.2
D00710,32,4.69,Bike,Kolkata,12.6
D00711,35,4.36,Scooter,Jaipur,14.2
D00712,24,3.47,Bike,Chennai,8.2
D00713,31,4.62,Bike,Kochi,8.7
D00714,41,4.03,Scooter,Kochi,1.1
D00715,41,3.92,Scooter,Bangalore,10.7
D00716,28,4.62,Bike,Chennai,8.8
D00717,56,4.59,Bike,Pune,0.8
D00718,60,4.16,Bike,Kochi,3.0
D00719,57,4.38,Bike,Kolkata,3.0
D00720,27,3.96,Bike,Ahmedabad,2.6
D00721,60,3.9,Car,Pune,9.9
D00722,50,4.06,Scooter,Pune,13.9
D00723,37,4.06,Scooter,Hyderabad,11.4
D00724,59,3.96,Scooter,Jaipur,7.2
D00725,56,4.55,Car,Chennai,6.1
D00726,39,4.24,Scooter,Delhi,5.8
D00727,52,3.82,Scooter,Hyderabad,9.0
D00728,45,3.95,Bike,Bangalore,5.4
D00729,53,3.71,Scooter,Chennai,3.4
D00730,47,4.17,Scooter,Pune,9.0
D00731,23,4.78,Bike,Kochi,5.9
D00732,18,4.32,Bike,Bangalore,0.2
D00733,21,4.24,Bike,Chennai,0.3
D00734,42,3.61,Bike,Kochi,4.1
D00735,56,4.75,Bike,Delhi,7.7
D00736,28,4.22,Scooter,Bangalore,5.3
D00737,55,4.24,Scooter,Kochi,0.4
D00738,54,3.74,Bike,Mumbai,3.3
D00739,29,4.15,Bike,Delhi,1.4
D00740,46,3.83,Scooter,Delhi,14.2
D00741,51,3.93,Bike,Delhi,4.7
D00742,35,3.52,Car,Kochi,0.2
D00743,26,3.42,Bike,Jaipur,9.9
D00744,29,5.0,Bike,Jaipur,3.5
D00745,26,4.28,Bike,Delhi,8.5
D00746,18,4.66,Scooter,Pune,2.3
D00747,24,4.08,Bike,Ahmedabad,14.8
D00748,56,4.13,Scooter,Kolkata,14.6
D00749,59,3.78,Car,Pune,9.8
D00750,51,4.44,Bike,Mumbai,10.6
D00751,49,4.5,Car,Hyderabad,6.4
D00752,45,4.41,Scooter,Mumbai,14.4
D00753,43,4.2,Bike,Hyderabad,6.4
D00754,53,4.32,Scooter,Ahmedabad,3.6
D00755,57,4.03,Bike,Pune,1.7
D00756,31,4.62,Scooter,Pune,3.1
D00757,48,3.65,Scooter,Bangalore,8.6
D00758,33,3.88,Car,Delhi,3.7
D00759,56,4.11,Bike,Ahmedabad,9.8
D00760,59,3.7,Bike,Chennai,5.7
D00761,28,3.59,Car,Hyderabad,13.3
D00762,28,4.11,Scooter,Jaipur,8.4
D00763,55,4.03,Scooter,Mumbai,9.3
D00764,29,4.14,Scooter,Kochi,8.3
D00765,59,4.21,Scooter,Delhi,13.3
D00766,26,4.44,Scooter,Kolkata,1.0
D00767,39,4.24,Scooter,Delhi,1.0
D00768,55,4.9,Bike,Chennai,10.5
D00769,26,4.28,Scooter,Kolkata,11.5
D00770,20,4.82,Scooter,Pune,6.5
D00771,56,4.62,Car,Jaipur,5.3
D00772,52,4.66,Car,Chennai,4.2
D00773,47,3.58,Bike,Chennai,3.5
D00774,43,4.28,Scooter,Ahmedabad,13.7
D00775,25,4.35,Car,Kochi,4.4
D00776,49,4.08,Bike,Bangalore,9.7
D00777,39,4.26,Scooter,Ahmedabad,11.8
D00778,25,3.79,Scooter,Delhi,0.3
D00779,19,4.77,Bike,Bangalore,0.5
D00780,31,4.2,Scooter,Kochi,5.0
D00781,22,4.36,Scooter,Bangalore,10.4
D00782,30,3.88,Bike,Pune,3.9
D00783,40,4.83,Scooter,Kochi,0.0
D00784,30,4.53,Bike,Chennai,4.3
D00785,36,4.62,Bike,Chennai,1.4
D00786,41,5.0,Bike,Bangalore,3.3
D00787,52,4.12,Bike,Bangalore,5.0
D00788,31,4.44,Car,Mumbai,1.9
D00789,21,4.41,Scooter,Delhi,10.6
D00790,43,3.98,Scooter,Mumbai,3.8
D00791,27,4.35,Bike,Pune,9.9
D00792,55,3.88,Scooter,Ahmedabad,9.0
D00793,55,4.19,Bike,Chennai,13.5
D00794,51,3.55,Scooter,Bangalore,1.3
D00795,51,3.89,Bike,Chennai,3.2
D00796,36,3.47,Bike,Kochi,13.0
D00797,20,4.81,Scooter,Pune,12.3
D00798,53,4.47,Bike,Mumbai,2.9
D00799,21,4.01,Scooter,Kolkata,1.6
D00800,43,3.9,Bike,Chennai,12.8
D00801,28,4.66,Bike,Bangalore,2.7
D00802,20,4.91,Bike,Delhi,13.1
D00803,26,4.52,Scooter,Jaipur,14.4
D00804,19,4.73,Car,Pune,3.3
D00805,31,4.2,Bike,Pune,12.6
D00806,20,3.37,Scooter,Bangalore,6.4
D00807,19,4.16,Scooter,Bangalore,11.8
D00808,39,4.25,Bike,Mumbai,6.1
D00809,46,4.63,Bike,Chennai,1.1
D00810,50,4.05,Scooter,Hyderabad,10.7
D00811,53,3.74,Scooter,Pune,2.3
D00812,27,3.49,Bike,Kochi,13.9
D00813,55,4.46,Scooter,Bangalore,6.3
D00814,38,4.08,Car,Kochi,1.2
D00815,48,3.76,Bike,Chennai,3.4
D00816,52,4.45,Bike,Mumbai,12.9
D00817,20,4.52,Car,Pune,4.8
D00818,36,4.12,Bike,Hyderabad,12.8
D00819,39,4.6,Scooter,Jaipur,2.6
D00820,37,4.46,Scooter,Kochi,7.0
D00821,53,4.14,Bike,Mumbai,13.2
D00822,36,4.11,Bike,Kolkata,0.7
D00823,21,4.07,Scooter,Delhi,4.6
D00824,49,4.2,Bike,Pune,13.6
D00825,25,4.8,Scooter,Jaipur,8.9
D00826,43,4.67,Bike,Jaipur,10.7
D00827,18,4.41,Bike,Pune,12.6
D00828,43,4.93,Bike,Chennai,7.9
D00829,60,4.66,Scooter,Jaipur,12.7
D00830,26,4.14,Scooter,Chennai,9.6
D00831,52,4.43,Scooter,Chennai,10.3
D00832,35,4.74,Bike,Chennai,2.3
D00833,36,4.24,Scooter,Kolkata,14.1
D00834,33,4.12,Scooter,Mumbai,11.9
D00835,45,4.93,Scooter,Ahmedabad,3.8
D00836,20,4.42,Bike,Ahmedabad,8.7
D00837,35,4.62,Car,Bangalore,5.6
D00838,30,3.92,Bike,Bangalore,9.9
D00839,44,4.56,Scooter,Mumbai,14.9
D00840,57,4.12,Car,Chennai,0.7
D00841,56,4.18,Scooter,Hyderabad,14.3
D00842,41,3.81,Scooter,Kochi,1.1
D00843,46,4.11,Scooter,Chennai,6.9
D00844,39,3.63,Scooter,Kochi,7.2
D00845,43,4.65,Bike,Jaipur,4.0
D00846,37,3.98,Bike,Pune,8.5
D00847,41,4.34,Bike,Kolkata,12.5
D00848,29,3.74,Scooter,Pune,4.4
D00849,35,4.4,Bike,Bangalore,1.1
D00850,29,3.19,Scooter,Delhi,9.5
D00851,55,3.84,Bike,Hyderabad,11.3
D00852,49,4.74,Scooter,Kochi,14.3
D00853,40,3.94,Scooter,Ahmedabad,2.4
D00854,21,4.12,Scooter,Kolkata,13.5
D00855,29,3.33,Bike,Jaipur,7.2
D00856,34,4.74,Car,Bangalore,3.5
D00857,38,4.1,Bike,Chennai,14.4
D00858,54,4.73,Bike,Chennai,3.6
D00859,46,3.93,Bike,Bangalore,11.0
D00860,23,3.61,Scooter,Ahmedabad,11.8
D00861,45,4.77,Scooter,Mumbai,6.5
D00862,25,4.36,Bike,Kolkata,10.3
D00863,48,4.24,Car,Kochi,8.6
D00864,37,3.96,Bike,Bangalore,2.9
D00865,33,4.68,Bike,Ahmedabad,11.4
D00866,30,3.46,Bike,Ahmedabad,13.9
D00867,32,4.52,Scooter,Kochi,7.3
D00868,30,3.72,Bike,Hyderabad,14.9
D00869,19,4.38,Bike,Jaipur,6.4
D00870,37,5.0,Bike,Delhi,7.2
D00871,45,4.18,Bike,Delhi,10.1
D00872,35,4.17,Bike,Delhi,2.8
D00873,24,3.99,Bike,Bangalore,13.5
D00874,38,4.14,Bike,Kochi,12.0
D00875,58,4.02,Scooter,Chennai,13.1
D00876,56,4.21,Bike,Bangalore,9.1
D00877,26,4.09,Bike,Chennai,13.3
D00878,27,4.13,Bike,Jaipur,10.2
D00879,48,3.98,Bike,Jaipur,7.7
D00880,59,4.15,Bike,Delhi,14.0
D00881,30,4.18,Bike,Mumbai,6.6
D00882,22,4.86,Bike,Chennai,7.5
D00883,57,4.84,Bike,Pune,2.5
D00884,59,4.33,Scooter,Jaipur,14.2
D00885,55,4.02,Bike,Ahmedabad,3.3
D00886,60,4.34,Bike,Kochi,3.0
D00887,53,3.87,Bike,Mumbai,1.5
D00888,19,3.98,Scooter,Pune,6.8
D00889,23,4.22,Bike,Jaipur,4.1
D00890,30,3.93,Bike,Kochi,11.1
D00891,46,3.94,Scooter,Kochi,4.6
D00892,31,4.01,Bike,Mumbai,10.8
D00893,47,5.0,Scooter,Jaipur,2.9
D00894,42,4.27,Scooter,Ahmedabad,3.4
D00895,57,3.51,Car,Hyderabad,12.1
D00896,52,4.28,Scooter,Jaipur,5.6
D00897,54,4.38,Bike,Delhi,1.7
D00898,24,4.18,Scooter,Bangalore,14.4
D00899,55,4.44,Scooter,Ahmedabad,2.7
D00900,35,3.97,Bike,Delhi,2.3
D00901,25,4.14,Bike,Delhi,5.4
D00902,24,4.16,Bike,Chennai,1.4
D00903,51,3.92,Bike,Jaipur,2.3
D00904,53,3.82,Bike,Pune,12.7
D00905,58,4.23,Scooter,Kochi,2.6
D00906,27,4.29,Scooter,Hyderabad,1.7
D00907,57,3.08,Bike,Kolkata,13.2
D00908,46,3.99,Bike,Chennai,6.7
D00909,33,4.09,Scooter,Kolkata,2.4
D00910,42,4.27,Bike,Chennai,8.7
D00911,46,4.53,Bike,Delhi,0.6
D00912,25,4.08,Bike,Kochi,6.4
D00913,37,4.43,Bike,Kochi,8.9
D00914,53,3.65,Scooter,Jaipur,14.4
D00915,44,4.74,Car,Jaipur,4.9
D00916,30,4.18,Scooter,Pune,11.5
D00917,43,3.6,Car,Hyderabad,2.0
D00918,59,4.44,Bike,Mumbai,6.5
D00919,42,4.09,Scooter,Mumbai,3.3
D00920,45,4.93,Bike,Jaipur,7.4
D00921,26,4.84,Bike,Mumbai,6.3
D00922,43,4.56,Bike,Mumbai,14.7
D00923,29,3.05,Scooter,Delhi,13.8
D00924,43,4.11,Scooter,Pune,8.7
D00925,39,4.71,Bike,Ahmedabad,2.6
D00926,18,4.54,Bike,Bangalore,8.4
D00927,29,3.83,Scooter,Delhi,11.9
D00928,41,4.16,Car,Jaipur,0.6
D00929,47,4.44,Scooter,Kochi,6.5
D00930,31,3.56,Bike,Mumbai,0.6
D00931,40,3.6,Bike,Ahmedabad,3.7
D00932,19,5.0,Bike,Jaipur,1.4
D00933,20,4.08,Bike,Bangalore,14.4
D00934,23,3.44,Bike,Ahmedabad,2.5
D00935,36,3.92,Bike,Ahmedabad,2.3
D00936,38,4.33,Scooter,Delhi,14.6
D00937,37,4.52,Car,Kochi,7.7
D00938,38,3.94,Scooter,Chennai,11.4
D00939,57,3.72,Scooter,Kolkata,4.9
D00940,21,4.55,Bike,Delhi,8.0
D00941,42,3.82,Bike,Delhi,0.1
D00942,24,4.1,Scooter,Pune,6.1
D00943,24,4.47,Bike,Kochi,8.3
D00944,50,4.01,Bike,Ahmedabad,7.7
D00945,43,5.0,Bike,Bangalore,6.1
D00946,34,3.86,Bike,Hyderabad,11.8
D00947,25,4.05,Bike,Kolkata,7.5
D00948,43,4.04,Bike,Jaipur,9.5
D00949,32,3.95,Scooter,Kochi,2.8
D00950,37,4.63,Bike,Chennai,12.9
D00951,36,4.06,Bike,Mumbai,5.4
D00952,24,5.0,Bike,Mumbai,7.2
D00953,18,4.24,Bike,Kolkata,5.3
D00954,56,4.29,Bike,Delhi,13.4
D00955,54,3.57,Bike,Delhi,13.5
D00956,35,3.97,Bike,Kolkata,3.4
D00957,25,4.47,Scooter,Chennai,11.3
D00958,32,4.42,Bike,Ahmedabad,1.5
D00959,23,3.78,Bike,Pune,0.4
D00960,54,4.02,Car,Delhi,12.5
D00961,39,2.92,Scooter,Bangalore,2.0
D00962,28,3.88,Car,Chennai,2.3
D00963,43,4.89,Bike,Pune,9.1
D00964,25,4.29,Bike,Pune,12.3
D00965,26,4.65,Bike,Jaipur,2.8
D00966,30,3.53,Scooter,Pune,1.7
D00967,20,4.24,Bike,Bangalore,1.2
D00968,20,4.15,Bike,Kolkata,0.4
D00969,24,3.95,Scooter,Hyderabad,1.7
D00970,20,4.11,Scooter,Ahmedabad,14.1
D00971,28,3.99,Car,Pune,1.4
D00972,45,3.73,Car,Hyderabad,9.0
D00973,59,4.25,Scooter,Hyderabad,13.8
D00974,48,4.55,Bike,Ahmedabad,9.4
D00975,26,3.89,Bike,Pune,0.5
D00976,44,3.91,Bike,Chennai,8.9
D00977,29,4.52,Bike,Hyderabad,13.5
D00978,25,4.22,Bike,Pune,4.8
D00979,58,4.06,Bike,Kolkata,4.7
D00980,39,4.24,Bike,Mumbai,3.7
D00981,35,5.0,Car,Ahmedabad,7.6
D00982,47,4.66,Scooter,Hyderabad,3.6
D00983,28,4.89,Scooter,Pune,10.9
D00984,19,4.49,Bike,Kolkata,9.7
D00985,46,3.89,Scooter,Ahmedabad,6.0
D00986,43,4.02,Bike,Mumbai,10.8
D00987,31,3.9,Scooter,Delhi,1.5
D00988,45,4.45,Car,Pune,11.2
D00989,52,4.08,Bike,Bangalore,9.0
D00990,23,3.87,Car,Jaipur,9.5
D00991,53,4.15,Bike,Hyderabad,1.0
D00992,29,3.64,Car,Chennai,9.3
D00993,51,4.6,Bike,Kolkata,7.4
D00994,23,3.81,Bike,Mumbai,7.3
D00995,54,4.56,Scooter,Mumbai,4.8
D00996,54,4.39,Bike,Kochi,0.1
D00997,25,4.43,Bike,Jaipur,6.3
D00998,54,3.74,Scooter,Kolkata,6.0
D00999,57,4.23,Bike,Jaipur,6.3
D01000,50,3.99,Car,Bangalore,9.2
